useOnlineTransaction,useOnlineTransaction,WhichOperators,SingleOperatorRating,operatorRating1,operatorRating2,operatorRating1.1,operatorRating2.2,operatorRating3,operatorRating1.1.1,operatorRating2.2.2,operatorRating3.3.3,operatorRating4.4.4,Satisfaction,classlabel
Yes,1,Bkash,4,,,,,,,,,,4,average
Yes,2,"Bkash, Nagad",,7,4,,,,,,,,5.5,average
Yes,1,Rocket,6,,,,,,,,,,6,average
Yes,2,"Bkash, Nagad",,4,5,,,,,,,,4.5,average
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,1,Bkash,10,,,,,,,,,,10,good
Yes,2,"Bkash, Nagad",,1,10,,,,,,,,5.5,average
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,5,8,7,2,5.5,average
Yes,1,Bkash,10,,,,,,,,,,10,good
Yes,1,Rocket,8,,,,,,,,,,8,good
Yes,1,Bkash,6,,,,,,,,,,6,average
Yes,1,Upay,6,,,,,,,,,,6,average
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,4,7,10,9,7.5,good
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,1,Upay,9,,,,,,,,,,9,good
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,10,5,8,4,6.75,good
Yes,1,Bkash,10,,,,,,,,,,10,good
Yes,1,Bkash,9,,,,,,,,,,9,good
Yes,3,"Bkash, Nagad, Upay",,,,6,5,10,,,,,7,good
Yes,1,Rocket,7,,,,,,,,,,7,good
Yes,2,"Bkash, Nagad",,4,10,,,,,,,,7,good
Yes,1,Nagad,7,,,,,,,,,,7,good
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,1,Bkash,5,,,,,,,,,,5,average
Yes,1,Rocket,1,,,,,,,,,,1,below average
Yes,1,Bkash,9,,,,,,,,,,9,good
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,3,1,9,10,5.75,average
Yes,1,Nagad,8,,,,,,,,,,8,good
Yes,2,"Bkash, Nagad",,8,7,,,,,,,,7.5,good
Yes,2,"Bkash, Nagad",,3,10,,,,,,,,6.5,average
Yes,1,Upay,7,,,,,,,,,,7,good
Yes,2,"Bkash, Nagad",,3,4,,,,,,,,3.5,average
Yes,1,Upay,1,,,,,,,,,,1,below average
Yes,3,"Bkash, Nagad, Upay",,,,7,10,7,,,,,8,good
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,1,Nagad,8,,,,,,,,,,8,good
Yes,1,Upay,9,,,,,,,,,,9,good
Yes,1,Bkash,10,,,,,,,,,,10,good
Yes,3,"Bkash, Nagad, Upay",,,,7,4,7,,,,,6,average
Yes,1,Rocket,9,,,,,,,,,,9,good
Yes,2,"Bkash, Upay",,4,10,,,,,,,,7,good
Yes,1,Bkash,10,,,,,,,,,,10,good
Yes,1,Nagad,7,,,,,,,,,,7,good
Yes,1,Nagad,7,,,,,,,,,,7,good
Yes,1,Bkash,10,,,,,,,,,,10,good
Yes,1,Rocket,8,,,,,,,,,,8,good
Yes,1,Bkash,7,,,,,,,,,,7,good
Yes,1,Rocket,7,,,,,,,,,,7,good
Yes,1,Rocket,10,,,,,,,,,,10,good
Yes,1,Nagad,8,,,,,,,,,,8,good
Yes,2,"Bkash, Nagad",,2,10,,,,,,,,6,average
Yes,1,Nagad,9,,,,,,,,,,9,good
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,1,Upay,7,,,,,,,,,,7,good
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,6,10,7,3,6.5,average
Yes,1,Nagad,8,,,,,,,,,,8,good
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,1,Bkash,5,,,,,,,,,,5,average
Yes,1,Upay,10,,,,,,,,,,10,good
Yes,3,Rocket,,,,5,9,10,,,,,8,good
Yes,3,"Bkash, Nagad, Upay",,,,7,2,10,,,,,6.333333333,average
Yes,1,Nagad,9,,,,,,,,,,9,good
Yes,2,Bkash,,4,1,,,,,,,,2.5,below average
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,7,9,10,7,8.25,good
Yes,1,Upay,9,,,,,,,,,,9,good
Yes,1,Upay,4,,,,,,,,,,4,average
Yes,1,Upay,7,,,,,,,,,,7,good
Yes,1,Nagad,5,,,,,,,,,,5,average
Yes,1,Upay,9,,,,,,,,,,9,good
Yes,2,"Bkash, Nagad",,5,7,,,,,,,,6,average
Yes,1,Rocket,1,,,,,,,,,,1,below average
Yes,1,Bkash,9,,,,,,,,,,9,good
Yes,2,"Nagad, Upay",,6,3,,,,,,,,4.5,average
Yes,3,Upay,,,,7,10,9,,,,,8.666666667,good
Yes,1,Bkash,2,,,,,,,,,,2,below average
Yes,3,"Nagad, Upay, Rocket",,,,9,8,10,,,,,9,good
Yes,1,Nagad,5,,,,,,,,,,5,average
Yes,2,"Bkash, Nagad",,7,10,,,,,,,,8.5,good
Yes,1,Rocket,10,,,,,,,,,,10,good
Yes,2,Nagad,,1,2,,,,,,,,1.5,below average
Yes,3,"Nagad, Upay, Rocket",,,,4,10,7,,,,,7,good
Yes,2,Bkash,,2,2,,,,,,,,2,below average
Yes,1,Bkash,1,,,,,,,,,,1,below average
Yes,2,"Nagad, Upay",,6,10,,,,,,,,8,good
Yes,1,Rocket,1,,,,,,,,,,1,below average
Yes,1,Bkash,7,,,,,,,,,,7,good
Yes,3,"Bkash, Nagad, Upay",,,,10,4,8,,,,,7.333333333,good
Yes,3,Nagad,,,,3,4,4,,,,,3.666666667,average
Yes,2,"Bkash, Nagad",,9,7,,,,,,,,8,good
Yes,1,Bkash,1,,,,,,,,,,1,below average
Yes,2,Nagad,,1,1,,,,,,,,1,below average
Yes,1,Rocket,1,,,,,,,,,,1,below average
Yes,2,"Bkash, Nagad",,5,9,,,,,,,,7,good
Yes,4,Nagad,,,,,,,5,5,5,5,5,average
Yes,1,Bkash,4,,,,,,,,,,4,average
Yes,1,Rocket,7,,,,,,,,,,7,good
Yes,1,Rocket,8,,,,,,,,,,8,good
Yes,1,Bkash,7,,,,,,,,,,7,good
Yes,1,Bkash,9,,,,,,,,,,9,good
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,10,10,10,10,10,good
Yes,1,Rocket,2,,,,,,,,,,2,below average
No,,,,,,,,,,,,,,below average
Yes,4,Nagad,,,,,,,6,6,6,6,6,average
Yes,3,"Bkash, Nagad, Upay",,,,4,3,10,,,,,5.666666667,average
Yes,1,Rocket,3,,,,,,,,,,3,below average
Yes,1,Bkash,1,,,,,,,,,,1,below average
Yes,2,"Bkash, Nagad",,3,10,,,,,,,,6.5,average
Yes,1,Rocket,2,,,,,,,,,,2,below average
No,,,,,,,,,,,,,,below average
Yes,3,Upay,,,,3,2,10,,,,,5,average
Yes,3,"Bkash, Nagad, Rocket",,,,7,8,8,,,,,7.666666667,good
Yes,3,Nagad,,,,6,4,1,,,,,3.666666667,average
Yes,2,Rocket,,5,4,,,,,,,,4.5,average
Yes,3,Bkash,,,,6,2,9,,,,,5.666666667,average
No,,,,,,,,,,,,,,below average
No,,,,,,,,,,,,,,below average
Yes,3,"Bkash, Nagad, Rocket",,,,10,10,10,,,,,10,good
Yes,2,"Bkash, Nagad",,4,5,,,,,,,,4.5,average
Yes,2,"Bkash, Nagad",,8,8,,,,,,,,8,good
Yes,2,Rocket,,5,3,,,,,,,,4,average
Yes,1,Nagad,8,,,,,,,,,,8,good
Yes,1,Bkash,5,,,,,,,,,,5,average
Yes,2,"Bkash, Nagad",,7,8,,,,,,,,7.5,good
No,,,,,,,,,,,,,,below average
Yes,1,Bank,10,,,,,,,,,,10,good
Yes,1,Bkash,4,,,,,,,,,,4,average
Yes,1,Bkash,10,,,,,,,,,,10,good
Yes,3,"Bkash, Nagad, Rocket",,,,1,2,1,,,,,1.333333333,below average
Yes,2,"Bkash, Nagad",,9,8,,,,,,,,8.5,good
Yes,2,"Bkash, Nagad",,8,7,,,,,,,,7.5,good
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,5,3,2,2,3,below average
Yes,3,"Bkash, Nagad",,,,5,4,4,,,,,4.333333333,average
Yes,3,"Bkash, Nagad, CARD",,,,8,6,9,,,,,7.666666667,good
Yes,3,"Bkash, Nagad",,,,10,9,5,,,,,8,good
No,,,,,,,,,,,,,,below average
Yes,2,"Bkash, Nagad",,8,7,,,,,,,,7.5,good
Yes,1,Bkash,10,,,,,,,,,,10,good
Yes,1,Bkash,9,,,,,,,,,,9,good
Yes,1,Bkash,10,,,,,,,,,,10,good
Yes,1,Bkash,9,,,,,,,,,,9,good
Yes,3,"Bkash, Nagad, Rocket",,,,7,8,8,,,,,7.666666667,good
Yes,3,"Bkash, Upay, Rocket",,,,8,8,9,,,,,8.333333333,good
Yes,3,"Bkash, Nagad, Rocket",,,,7,8,6,,,,,7,good
Yes,2,"Bkash, Nagad",,8,8,,,,,,,,8,good
Yes,2,"Bkash, Nagad",,2,2,,,,,,,,2,below average
Yes,2,"Bkash, Nagad",,5,5,,,,,,,,5,average
No,,,,,,,,,,,,,,below average
Yes,3,"Bkash, Nagad, Upay",,,,10,9,9,,,,,9.333333333,good
Yes,4,Bkash,,,,,,,10,9,10,8,9.25,good
Yes,3,Bkash,,,,3,2,7,,,,,4,average
Yes,1,Bkash,3,,,,,,,,,,3,below average
Yes,1,Nagad,8,,,,,,,,,,8,good
No,,,,,,,,,,,,,,below average
No,,,,,,,,,,,,,,below average
No,,,,,,,,,,,,,,below average
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,1,4,5,3,3.25,below average
Yes,2,"Bkash, Nagad",,7,7,,,,,,,,7,good
No,,,,,,,,,,,,,,below average
Yes,2,"Bkash, Nagad",,5,5,,,,,,,,5,average
Yes,2,"Bkash, Nagad",,8,8,,,,,,,,8,good
Yes,2,"Bkash, Nagad",,8,8,,,,,,,,8,good
Yes,2,Nagad,,7,2,,,,,,,,4.5,average
Yes,1,Rocket,8,,,,,,,,,,8,good
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,1,Bkash,6,,,,,,,,,,6,average
Yes,4,Rocket,,,,,,,3,3,10,5,5.25,average
Yes,1,Bkash,6,,,,,,,,,,6,average
Yes,3,Nagad,,,,7,5,10,,,,,7.333333333,good
Yes,2,"Bkash, Nagad",,8,8,,,,,,,,8,good
Yes,2,Bkash,,2,2,,,,,,,,2,below average
Yes,2,Bkash,,2,2,,,,,,,,2,below average
Yes,2,Bkash,,2,2,,,,,,,,2,below average
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,2,"Bkash, Nagad",,8,8,,,,,,,,8,good
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,1,Nagad,3,,,,,,,,,,3,below average
Yes,2,Nagad,,6,2,,,,,,,,4,average
Yes,3,Upay,,,,5,2,7,,,,,4.666666667,average
Yes,3,Nagad,,,,8,8,8,,,,,8,good
Yes,4,Rocket,,,,,,,6,3,2,4,3.75,average
Yes,2,Nagad,,3,2,,,,,,,,2.5,below average
Yes,3,Bkash,,,,10,4,8,,,,,7.333333333,good
Yes,1,Upay,8,,,,,,,,,,8,good
Yes,3,Bkash,,,,6,7,2,,,,,5,average
Yes,4,No,,,,,,,5,6,7,9,6.75,good
Yes,2,Rocket,,2,7,,,,,,,,4.5,average
No,,,,,,,,,,,,,,below average
Yes,3,Rocket,,,,10,9,5,,,,,8,good
Yes,3,Upay,,,,5,3,8,,,,,5.333333333,average
Yes,2,Nagad,,2,8,,,,,,,,5,average
Yes,1,Nagad,4,,,,,,,,,,4,average
Yes,4,Rocket,,,,,,,7,4,10,7,7,good
Yes,3,Rocket,,,,6,4,10,,,,,6.666666667,average
Yes,3,Nagad,,,,5,9,5,,,,,6.333333333,average
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,4,Nagad,,,,,,,1,2,3,5,2.75,below average
Yes,2,Nagad,,5,8,,,,,,,,6.5,average
Yes,3,Upay,,,,5,9,8,,,,,7.333333333,good
Yes,4,Upay,,,,,,,8,8,4,8,7,good
Yes,4,Upay,,,,,,,8,9,9,10,9,good
Yes,2,Bkash,,10,7,,,,,,,,8.5,good
Yes,2,Rocket,,8,5,,,,,,,,6.5,average
Yes,4,Rocket,,,,,,,6,4,5,2,4.25,average
Yes,3,Bkash,,,,3,5,3,,,,,3.666666667,average
Yes,3,Upay,,,,9,8,6,,,,,7.666666667,good
Yes,2,"Bkash, Nagad",,3,2,,,,,,,,2.5,below average
Yes,1,Bkash,3,,,,,,,,,,3,below average
Yes,3,Bkash,,,,3,2,3,,,,,2.666666667,below average
No,,,,,,,,,,,,,,classlabel
Yes,3,Upay,,,,3,2,10,,,,,5,average
Yes,3,"Bkash, Nagad, Rocket",,,,7,8,8,,,,,7.666666667,good
Yes,3,Nagad,,,,6,4,1,,,,,3.666666667,average
Yes,2,Rocket,,5,4,,,,,,,,4.5,average
Yes,3,Bkash,,,,6,2,9,,,,,5.666666667,average
No,,,,,,,,,,,,,,below average
No,,,,,,,,,,,,,,below average
Yes,3,"Bkash, Nagad, Rocket",,,,10,10,10,,,,,10,good
Yes,2,"Bkash, Nagad",,4,5,,,,,,,,4.5,average
Yes,2,"Bkash, Nagad",,8,8,,,,,,,,8,good
Yes,2,Rocket,,5,3,,,,,,,,4,average
Yes,1,Nagad,8,,,,,,,,,,8,good
Yes,1,Bkash,5,,,,,,,,,,5,average
Yes,2,"Bkash, Nagad",,7,8,,,,,,,,7.5,good
No,,,,,,,,,,,,,,below average
Yes,1,Bank,10,,,,,,,,,,10,good
Yes,1,Bkash,4,,,,,,,,,,4,average
Yes,1,Bkash,10,,,,,,,,,,10,good
Yes,3,"Bkash, Nagad, Rocket",,,,1,2,1,,,,,1.333333333,below average
Yes,2,"Bkash, Nagad",,9,8,,,,,,,,8.5,good
Yes,2,"Bkash, Nagad",,8,7,,,,,,,,7.5,good
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,5,3,2,2,3,below average
Yes,3,"Bkash, Nagad",,,,5,4,4,,,,,4.333333333,average
Yes,3,"Bkash, Nagad, CARD",,,,8,6,9,,,,,7.666666667,good
Yes,3,"Bkash, Nagad",,,,10,9,5,,,,,8,good
No,,,,,,,,,,,,,,below average
Yes,2,"Bkash, Nagad",,8,7,,,,,,,,7.5,good
Yes,1,Bkash,10,,,,,,,,,,10,good
Yes,1,Bkash,9,,,,,,,,,,9,good
Yes,1,Bkash,10,,,,,,,,,,10,good
Yes,1,Bkash,9,,,,,,,,,,9,good
Yes,3,"Bkash, Nagad, Rocket",,,,7,8,8,,,,,7.666666667,good
Yes,3,"Bkash, Upay, Rocket",,,,8,8,9,,,,,8.333333333,good
Yes,3,"Bkash, Nagad, Rocket",,,,7,8,6,,,,,7,good
Yes,2,"Bkash, Nagad",,8,8,,,,,,,,8,good
Yes,2,"Bkash, Nagad",,2,2,,,,,,,,2,below average
Yes,2,"Bkash, Nagad",,5,5,,,,,,,,5,average
No,,,,,,,,,,,,,,below average
Yes,3,"Bkash, Nagad, Upay",,,,10,9,9,,,,,9.333333333,good
Yes,4,Bkash,,,,,,,10,9,10,8,9.25,good
Yes,3,Bkash,,,,3,2,7,,,,,4,average
Yes,1,Bkash,3,,,,,,,,,,3,below average
Yes,1,Nagad,8,,,,,,,,,,8,good
No,,,,,,,,,,,,,,below average
No,,,,,,,,,,,,,,below average
No,,,,,,,,,,,,,,below average
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,1,4,5,3,3.25,below average
Yes,2,"Bkash, Nagad",,7,7,,,,,,,,7,good
No,,,,,,,,,,,,,,below average
Yes,2,"Bkash, Nagad",,5,5,,,,,,,,5,average
Yes,2,"Bkash, Nagad",,8,8,,,,,,,,8,good
Yes,2,"Bkash, Nagad",,8,8,,,,,,,,8,good
Yes,2,Nagad,,7,2,,,,,,,,4.5,average
Yes,1,Rocket,8,,,,,,,,,,8,good
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,1,Bkash,6,,,,,,,,,,6,average
Yes,4,Rocket,,,,,,,3,3,10,5,5.25,average
Yes,1,Bkash,6,,,,,,,,,,6,average
Yes,3,Nagad,,,,7,5,10,,,,,7.333333333,good
Yes,2,"Bkash, Nagad",,8,8,,,,,,,,8,good
Yes,2,Bkash,,2,2,,,,,,,,2,below average
Yes,2,Bkash,,2,2,,,,,,,,2,below average
Yes,2,Bkash,,2,2,,,,,,,,2,below average
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,2,"Bkash, Nagad",,8,8,,,,,,,,8,good
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,1,Nagad,3,,,,,,,,,,3,below average
Yes,2,Nagad,,6,2,,,,,,,,4,average
Yes,3,Upay,,,,5,2,7,,,,,4.666666667,average
Yes,3,Nagad,,,,8,8,8,,,,,8,good
Yes,4,Rocket,,,,,,,6,3,2,4,3.75,average
Yes,2,Nagad,,3,2,,,,,,,,2.5,below average
Yes,3,Bkash,,,,10,4,8,,,,,7.333333333,good
Yes,1,Upay,8,,,,,,,,,,8,good
Yes,3,Bkash,,,,6,7,2,,,,,5,average
Yes,4,No,,,,,,,5,6,7,9,6.75,good
Yes,2,Rocket,,2,7,,,,,,,,4.5,average
No,,,,,,,,,,,,,,below average
Yes,3,Rocket,,,,10,9,5,,,,,8,good
Yes,3,Upay,,,,5,3,8,,,,,5.333333333,average
Yes,2,Nagad,,2,8,,,,,,,,5,average
Yes,1,Nagad,4,,,,,,,,,,4,average
Yes,4,Rocket,,,,,,,7,4,10,7,7,good
Yes,3,Rocket,,,,6,4,10,,,,,6.666666667,average
Yes,3,Nagad,,,,5,9,5,,,,,6.333333333,average
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,4,Nagad,,,,,,,1,2,3,5,2.75,below average
Yes,2,Nagad,,5,8,,,,,,,,6.5,average
Yes,3,Upay,,,,5,9,8,,,,,7.333333333,good
Yes,4,Upay,,,,,,,8,8,4,8,7,good
Yes,4,Upay,,,,,,,8,9,9,10,9,good
Yes,2,Bkash,,10,7,,,,,,,,8.5,good
Yes,2,Rocket,,8,5,,,,,,,,6.5,average
Yes,4,Rocket,,,,,,,6,4,5,2,4.25,average
Yes,3,Bkash,,,,3,5,3,,,,,3.666666667,average
Yes,3,Upay,,,,9,8,6,,,,,7.666666667,good
Yes,2,"Bkash, Nagad",,3,2,,,,,,,,2.5,below average
Yes,1,Bkash,3,,,,,,,,,,3,below average
Yes,3,Bkash,,,,3,2,3,,,,,2.666666667,below average
Yes,2,"Bkash, Nagad",,3,5,,,,,,,,4,average
Yes,3,"Nagad, Upay, Rocket",,,,2,4,6,,,,,4,average
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,3,5,7,5,5,average
Yes,2,"Bkash, Nagad",,2,5,,,,,,,,3.5,average
Yes,1,Upay,2,,,,,,,,,,2,below average
Yes,3,"Bkash, Nagad, Upay",,,,2,4,3,,,,,3,below average
Yes,2,"Bkash, Nagad",,4,6,,,,,,,,5,average
Yes,3,"Bkash, Nagad, Rocket",,,,8,7,7,,,,,7.333333333,good
Yes,1,Bkash,5,,,,,,,,,,5,average
No,,,,,,,,,,,,,,below average
Yes,3,"Bkash, Nagad, Rocket",,,,7,7,7,,,,,7,good
Yes,3,"Bkash, Nagad, Rocket",,,,7,7,7,,,,,7,good
No,,,,,,,,,,,,,,below average
No,,,,,,,,,,,,,,below average
No,,,,,,,,,,,,,,below average
No,,,,,,,,,,,,,,below average
No,,,,,,,,,,,,,,below average
Yes,1,Bkash,10,,,,,,,,,,10,good
Yes,2,"Bkash, Nagad",,10,9,,,,,,,,9.5,good
Yes,3,"Bkash, Nagad, Rocket",,,,10,9,8,,,,,9,good
Yes,1,Bkash,9,,,,,,,,,,9,good
Yes,1,Bkash,6,,,,,,,,,,6,average
Yes,1,Nagad,8,,,,,,,,,,8,good
Yes,1,Rocket,7,,,,,,,,,,7,good
Yes,1,Bkash,9,,,,,,,,,,9,good
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,1,Upay,7,,,,,,,,,,7,good
Yes,2,"Bkash, Nagad",,8,9,,,,,,,,8.5,good
No,,,,,,,,,,,,,,below average
Yes,2,Rocket,,8,8,,,,,,,,8,good
No,,,,,,,,,,,,,,below average
Yes,1,Bkash,7,,,,,,,,,,7,good
Yes,1,Nagad,8,,,,,,,,,,8,good
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,2,"Bkash, Nagad",,8,9,,,,,,,,8.5,good
Yes,1,Bkash,9,,,,,,,,,,9,good
Yes,1,Bkash,9,,,,,,,,,,9,good
Yes,1,Nagad,9,,,,,,,,,,9,good
Yes,1,Rocket,7,,,,,,,,,,7,good
Yes,1,Rocket,7,,,,,,,,,,7,good
Yes,4,"Bkash, Nagad, Rocket, Visa card",,,,,,,10,9,10,10,9.75,good
Yes,1,Rocket,9,,,,,,,,,,9,good
Yes,1,Nagad,7,,,,,,,,,,7,good
Yes,3,"Bkash, Nagad, Rocket",,,,8,8,5,,,,,7,good
Yes,1,Nagad,9,,,,,,,,,,9,good
Yes,2,"Bkash, nexus pay",,10,5,,,,,,,,7.5,good
Yes,2,"Bkash, Nagad",,8,8,,,,,,,,8,good
Yes,1,Bkash,7,,,,,,,,,,7,good
Yes,1,Bkash,6,,,,,,,,,,6,average
Yes,1,Bkash,6,,,,,,,,,,6,average
Yes,1,Nagad,8,,,,,,,,,,8,good
Yes,1,Bkash,7,,,,,,,,,,7,good
Yes,2,"Bkash, Nagad",,9,8,,,,,,,,8.5,good
Yes,1,Bkash,7,,,,,,,,,,7,good
Yes,1,Bkash,7,,,,,,,,,,7,good
Yes,1,Bkash,7,,,,,,,,,,7,good
Yes,1,Bkash,7,,,,,,,,,,7,good
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,3,"Nagad, Upay, Rocket",,,,6,8,8,,,,,7.333333333,good
Yes,1,Rocket,5,,,,,,,,,,5,average
Yes,1,Nagad,10,,,,,,,,,,10,good
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,7,8,9,10,8.5,good
Yes,1,Bkash,6,,,,,,,,,,6,average
Yes,3,"Nagad, Upay, Rocket",,,,9,8,7,,,,,8,good
Yes,1,Rocket,9,,,,,,,,,,9,good
No,,,,,,,,,,,,,,below average
Yes,1,Bkash,4,,,,,,,,,,4,average
Yes,1,Nagad,6,,,,,,,,,,6,average
Yes,1,Upay,5,,,,,,,,,,5,average
No,,,,,,,,,,,,,,below average
No,,,,,,,,,,,,,,below average
No,,,,,,,,,,,,,,below average
No,,,,,,,,,,,,,,below average
Yes,3,"Bkash, Nagad, Rocket",,,,5,8,8,,,,,7,good
Yes,1,Bkash,10,,,,,,,,,,10,good
Yes,3,"Bkash, Upay, Rocket",,,,4,5,6,,,,,5,average
Yes,1,Bkash,1,,,,,,,,7,,1,below average
Yes,1,Nagad,8,,5,,,,8,,,6,8,good
Yes,1,Bkash,7,,7,,,,,,5,,7,good
Yes,1,Bkash,9,,5,5,,,6,,,7,9,good
Yes,1,Bkash,9,,,,,,,,,,9,good
Yes,1,Bkash,7,,,,,,5,,,,7,good
Yes,1,Bkash,6,,5,,,,,,3,6,6,average
Yes,1,Nagad,9,,,5,,,4,,,9,9,good
Yes,1,Rocket,7,,,,,,,,9,,7,good
Yes,1,Bkash,9,,,5,,,9,,3,,9,good
Yes,1,Rocket,8,,7,3,,,,,,,8,good
Yes,1,Bkash,9,,9,,,,,,,,9,good
Yes,1,Bkash,6,,,,,,6,,,,6,average
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,1,Bkash,7,,,,,,,,,,7,good
Yes,3,Bkash,,,,1,7,3,,,,,3.666666667,average
Yes,2,"Nagad, Upay",,5,7,,,,,,,,6,average
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,1,3,7,3,3.5,average
Yes,1,Nagad,9,,,,,,,,,,9,good
Yes,2,"Bkash, Nagad",,3,7,,,,,,,,5,average
Yes,1,Bkash,9,,,,,,,,,,9,good
Yes,1,Bkash,7,,,,,,,,,,7,good
Yes,2,"Nagad, Upay",,4,7,,,,,,,,5.5,average
Yes,1,Nagad,6,,,,,,,,,,6,average
No,,,,,,,,,,,,,,below average
Yes,3,"Bkash, Nagad, Rocket",,,,2,3,3,,,,,2.666666667,below average
Yes,3,"Bkash, Nagad, Upay",,,,5,2,7,,,,,4.666666667,average
Yes,1,Bkash,8,,,,,,,,,,8,good
Yes,1,Rocket,5,,,,,,,,,,5,average
Yes,3,"Bkash, Rocket, yes",,,,10,8,9,,,,,9,good
Yes,4,"Bkash, Nagad, Upay, yes",,,,,,,5,6,7,8,6.5,average
Yes,2,"Bkash, Nagad",,6,1,,,,,,,,3.5,average
Yes,1,Rocket,1,,,,,,,,,,1,below average
Yes,1,yes,8,,,,,,,,,,8,good
Yes,2,"Bkash, Upay",,6,2,,,,,,,,4,average
Yes,3,"Nagad, Upay, Rocket",,,,8,4,7,,,,,6.333333333,average
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,1,6,3,3,3.25,below average
Yes,2,"Bkash, Rocket",,5,4,,,,,,,,4.5,average
Yes,2,"Upay, Rocket",,8,4,,,,,,,,6,average
Yes,3,"Nagad, Upay, Rocket",,,,4,5,3,,,,,4,average
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,7,3,6,3,4.75,average
Yes,2,"Bkash, Nagad, Upay",,6,5,,,,,,,,5.5,average
Yes,1,Rocket,7,,,,,,,,,,7,good
Yes,2,"Rocket, yes",,7,3,,,,,,,,5,average
Yes,3,"Upay, Rocket, yes",,,,7,4,7,,,,,6,average
No,,,,,,,,,,,,,,below average
Yes,2,"Upay, Rocket",,5,5,,,,,,,,5,average
Yes,2,"Nagad, Upay",,5,5,,,,,,,,5,average
No,,,,,,,,,,,,,,below average
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,10,10,10,10,10,good
Yes,2,"Nagad, yes",,5,5,,,,,,,,5,average
No,,,,,,,,,,,,,,below average
Yes,1,Bkash,4,,,,,,,,,,4,average
Yes,3,"Nagad, Upay, Rocket",,,,10,10,10,,,9,,10,good
Yes,2,"Bkash, Nagad",,5,4,,,,,,,,4.5,average
Yes,3,"Bkash, Nagad, Upay",,,,4,5,5,,9,,,4.666666667,average
Yes,3,"Bkash, Nagad, Upay",,,,6,4,6,,2,6,,5.333333333,average
Yes,2,"Nagad, Upay",,5,6,,,,,1,,,5.5,average
Yes,2,"Nagad, Upay",,5,6,,,,,,4,,5.5,average
Yes,3,Nagad,,,,8,7,5,,,4,,6.666666667,average
Yes,2,"Nagad, Upay",,5,7,,,,,4,,,6,average
Yes,3,"Nagad, Upay, Rocket",,,,8,7,6,,,,,7,good
Yes,4,"Nagad, Upay, Rocket, yes",,,,,,,5,3,7,6,5.25,average
Yes,2,"Bkash, Nagad",,3,2,,,,,,,,2.5,below average
Yes,1,Bkash,9,,,,,,,,,,9,good
Yes,3,"Bkash, Nagad, Upay",,,,3,4,2,,,,,3,below average
Yes,2,"Bkash, Nagad",,3,2,,,,,,,,2.5,below average
Yes,2,"Bkash, Nagad",,3,10,,,,,,,,6.5,average
Yes,3,"Bkash, Nagad, Upay",,,,8,5,7,,,,,6.666666667,average
Yes,2,"Bkash, Nagad",,2,3,,,,,,,,2.5,below average
Yes,2,"Upay, Rocket",,7,3,,,,,,,,5,average
Yes,1,Bkash,3,,,,,,,,,,3,below average
Yes,2,"Bkash, Nagad",,2,3,,,,,,,,2.5,below average
Yes,3,"Nagad, Upay, Rocket",,,,6,4,5,,,,,5,average
Yes,1,Bkash,5,,,,,,,,,,5,average
Yes,2,"Bkash, Nagad",,2,3,,,,,,,,2.5,below average
Yes,4,"Bkash, Nagad, Upay, Rocket",,,,,,,5,6,8,4,5.75,average
Yes,2,"Bkash, Nagad",,2,3,,,,,,,,2.5,below average
No,,,,,,,,,,,,,,below average
